car.id, path
20155618085648-561, entrance4 general-gate5 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20151118091136-43, entrance4 general-gate5 camping8 camping8 general-gate3 entrance2
20152918092911-868, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20154118094129-26, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20154618094619-43, entrance1 camping2 camping2 general-gate7 entrance3
20155318095346-528, entrance3 general-gate7 camping4 camping4 entrance1
20151718101744-247, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152118102155-426, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152518102540-889, entrance1 general-gate7 entrance3
20152918102936-198, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154118104113-978, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 general-gate4 entrance0
20155118105146-971, entrance3 general-gate7 camping4 camping4 general-gate7 entrance3
20155218105226-400, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 entrance3
20150018110014-26, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20150118110157-82, entrance2 general-gate3 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20151518111514-302, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152518112549-926, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153718113730-766, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20150618120604-417, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151218121208-297, entrance0 general-gate4 general-gate7 entrance1
20151518121552-662, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152218122205-541, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20153218123229-36, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153618123612-480, entrance2 camping6 camping6 entrance2
20154718124731-413, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
20150118010148-280, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151818011809-113, entrance1 general-gate7 entrance3
20152118012111-932, entrance4 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20152218012209-123, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20153418013453-612, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155518015504-310, entrance1 camping3 camping3 general-gate7 entrance3
20150518020501-460, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150518020503-955, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 entrance4
20150918020909-684, entrance1 camping2 camping2 general-gate7 entrance3
20153118023112-598, entrance0 general-gate4 general-gate7 camping2 camping2 general-gate7 entrance3
20153518023520-627, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 entrance3
20153918023918-951, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping4 camping4 general-gate7 general-gate4 entrance0
20155018025027-905, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20150218030208-54, entrance3 entrance0
20152418032419-355, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153518033527-911, entrance3 general-gate7 camping4 camping4 general-gate7 entrance3
20154718034701-35, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance4
20155418035415-502, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155818035853-341, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150318040329-875, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 general-gate6 camping7 camping7 general-gate6 entrance2
20150918040902-934, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153818043830-284, entrance1 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154418044447-947, entrance1 general-gate7 entrance3
20155418045455-317, entrance3 general-gate7 camping0 camping0 general-gate7 entrance3
20155418045458-340, entrance1 camping0 camping0 general-gate7 general-gate4 entrance0
20150018050050-556, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151218051211-725, entrance2 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20152918052938-439, entrance2 general-gate3 camping8 camping8 general-gate3 entrance2
20153018053028-625, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155518055537-383, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance0
20155818055851-201, entrance4 entrance2
20155918055936-835, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20154018064044-142, entrance1 general-gate7 general-gate4 entrance0
20150018070004-166, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151018071033-244, entrance0 general-gate4 general-gate7 entrance1
20155118075141-805, entrance3 general-gate7 entrance1
20151418081449-951, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152418082406-450, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20153718083748-67, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20152518092508-778, entrance2 entrance4
20154218094206-133, entrance0 general-gate4 general-gate7 entrance1
20155118105141-811, entrance2 entrance4
20150118110104-393, entrance4 entrance2
20151319031311-305, entrance2 entrance4
20150519040546-259, entrance3 entrance0
20154819044805-235, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20150619050622-891, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20150919050912-809, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154519054521-330, entrance3 entrance0
20155919055941-219, entrance4 entrance2
20150119060114-461, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150419060418-689, entrance1 general-gate7 camping5 camping5 general-gate7 entrance1
20151319061345-195, entrance3 entrance0
20151619061642-149, entrance3 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20152619062611-689, entrance3 general-gate7 camping4 camping4 general-gate7 entrance3
20152619062652-455, entrance1 camping3 camping3 general-gate7 entrance3
20153419063412-632, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20153919063918-509, entrance1 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20155019065024-371, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20150519070542-838, entrance4 entrance2
20151619071622-794, entrance3 general-gate7 camping5 camping5 general-gate7 entrance1
20152819072857-484, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153019073056-11, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20153519073502-928, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20153619073613-656, entrance3 general-gate7 camping0 camping0 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154319074317-628, entrance4 entrance2
20154619074638-394, entrance1 general-gate7 general-gate4 entrance0
20154919074954-601, entrance3 general-gate7 camping3 camping3 general-gate7 general-gate4 entrance0
20155019075059-941, entrance0 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155919075908-822, entrance4 entrance2
20155919075936-653, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151219081235-39, entrance1 camping4 camping4 general-gate7 entrance3
20152319082350-281, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20154519084549-54, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20155919085937-643, entrance1 general-gate7 camping5 camping5 general-gate7 general-gate4 entrance0
20155919085948-945, entrance3 general-gate7 camping3 camping3 general-gate7 entrance3
20150519090509-917, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20151119091122-744, entrance0 general-gate4 general-gate7 camping3 camping3 entrance1
20151619091658-670, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping2 camping2 general-gate7 general-gate4 entrance0
20151819091842-213, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping3 camping3 general-gate7 entrance3
20152119092141-364, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20152319092320-59, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153919093903-980, entrance4 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20154119094154-19, entrance0 general-gate4 general-gate7 camping0 camping0 general-gate7 entrance3
20154919094921-666, entrance2 general-gate3 camping8 camping8 general-gate5 entrance4
20155419095445-600, entrance2 camping6 camping6 entrance2
20150319100341-343, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20151319101312-156, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20152319102320-697, entrance3 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 entrance3
20152419102424-497, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate3 entrance2
20153319103352-70, entrance2 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153619103622-151, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20154019104036-155, entrance1 camping0 camping0 general-gate7 general-gate4 entrance0
20154819104804-746, entrance1 camping4 camping4 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20155519105547-921, entrance3 general-gate7 camping5 camping5 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 entrance2
20153719113733-632, entrance0 general-gate4 general-gate7 camping4 camping4 general-gate7 entrance3
20155719115743-154, entrance0 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 camping6 camping6 general-gate5 general-gate2 ranger-stop0 ranger-stop2 general-gate1 general-gate4 general-gate7 entrance1
20151419121435-102, entrance1 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 camping8 camping8 general-gate5 entrance4
20152119122102-412, entrance1 general-gate7 camping5 camping5 general-gate7 entrance3
20153619123625-792, entrance1 camping3 camping3 general-gate7 general-gate4 general-gate1 ranger-stop2 ranger-stop0 general-gate2 general-gate5 entrance4
20153719123745-647, entrance3 general-gate7 camping5 camping5 general-gate7 entrance3
20153719123756-685, ranger-base gate8 general-gate5 gate3 ranger-stop3 ranger-stop3 gate3 camping8 general-gate3 gate4 ranger-stop5 ranger-stop5 gate4 gate5 ranger-stop6 ranger-stop6 gate5 gate8 ranger-base
